player_ID,player_name,player_dmg,player_kills,player_assists,player_dist_walk,player_dist_ride,player_survive_time,game_size,team_id,team_placement,party_size,match_mode,match_id,date
10090,Kadeos,139,0,0,260.362274,0,215.504,42,23,36,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10091,pvtmartinmartin,171,1,0,1254.5946,5049.5415,1112.022,42,27,17,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10092,AlphaHulu,28,0,1,1008.91467,5532.033,1112.018,42,27,17,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10093,DimonGao999,28,0,0,116.733635,0,114.564,42,30,41,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10094,virginiaaaaa,0,0,0,69.6152039,0,109.82,42,30,41,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10095,ZERO-1007,0,0,0,959.6527,2771.51978,592.815,42,31,14,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10096,skysbsa,24,0,0,2187.56445,6286.627,1172.156,42,31,14,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10097,CLXbigshuai,173,0,0,1504.64221,440.622772,877.849,42,38,22,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10098,dbwdbwdwb,79,0,0,2662.14355,4.37397957,877.854,42,38,22,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10099,LCQ-DALAO,0,0,0,582.243164,0,828.747,42,44,32,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10100,WeiLaoK,0,0,0,98.74248,0,123.087,42,44,32,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10101,JOKER-LM,116,1,0,169.673462,0,210.244,42,45,35,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10102,kulun1995,79,0,1,156.228333,0,239.295,42,45,35,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10103,HanSwoleOh,205,2,0,2345.171,5018.188,1481.706,42,47,7,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10104,Swomps,307,2,0,3082.4585,4430.64355,1511.434,42,47,7,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10105,silmia,0,0,0,254.51683,0,213.018,42,51,37,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10106,yingxinmo,61,0,0,191.597855,0,181.645,42,51,37,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10107,Manstein-g,462,2,0,1076.7323,3718.62939,910.447,42,52,20,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10108,LaiziQFdefudimo,224,3,0,1056.43176,3617.30615,835.589,42,52,20,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10109,Allen_S,71,0,0,153.609268,0,164.292,42,1,39,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10110,ppjie1995,10,0,0,51.367054,0,118.39,42,1,39,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10111,76SamF,314,3,0,50.04271,0,108.888,42,5,19,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10112,jjjjjjaaaaa,403,4,0,2007.986,0,944.534,42,5,19,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10113,FaZe_Carl,551,3,0,2405.00464,4474.478,1892.275,42,7,4,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
10114,Westifer,717,6,0,2723.42725,4537.49,1892.279,42,7,4,2,tpp,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,2017-12-10T04:09:59+0000
